index.js [Thu Feb 01 2018 06:26:08 GMT+0100 (CET)] SerialPort: Open serial port: /dev/ttyUSB0
index.js [Thu Feb 01 2018 06:26:08 GMT+0100 (CET)] SerialPort: Open serial port: /dev/ttyUSB1
sensor21|Thu Feb 01 2018 06:26:12 GMT+0100 (CET)|1517462772668| S11
sensor21|Thu Feb 01 2018 06:26:12 GMT+0100 (CET)|1517462772795| Server STATUS:11110
sensor21|Thu Feb 01 2018 06:26:12 GMT+0100 (CET)|1517462772811| Server FAIL data
sensor21|Thu Feb 01 2018 06:26:18 GMT+0100 (CET)|1517462778085| 21
sensor21|Thu Feb 01 2018 06:26:18 GMT+0100 (CET)|1517462778229| er STATUS:11110
sensor21|Thu Feb 01 2018 06:26:23 GMT+0100 (CET)|1517462783519| Server FAIL data 11
sensor21|Thu Feb 01 2018 06:26:23 GMT+0100 (CET)|1517462783662| er STATUS:11110
sensor21|Thu Feb 01 2018 06:26:23 GMT+0100 (CET)|1517462783662| Server FAIL data
index.js [Thu Feb 01 2018 06:26:59 GMT+0100 (CET)] SerialPort: Open serial port: /dev/ttyUSB0
index.js [Thu Feb 01 2018 06:26:59 GMT+0100 (CET)] SerialPort: Open serial port: /dev/ttyUSB1
index.js [Thu Feb 01 2018 06:27:41 GMT+0100 (CET)] SerialPort: Open serial port: /dev/ttyUSB0
index.js [Thu Feb 01 2018 06:27:41 GMT+0100 (CET)] SerialPort: Open serial port: /dev/ttyUSB1
server  |Thu Feb 01 2018 06:27:41 GMT+0100 (CET)|1517462861621| S21
server  |Thu Feb 01 2018 06:27:41 GMT+0100 (CET)|1517462861746| Server STATUS:11110
server  |Thu Feb 01 2018 06:27:41 GMT+0100 (CET)|1517462861762| Server FAIL data
server  |Thu Feb 01 2018 06:27:47 GMT+0100 (CET)|1517462867052| S11
server  |Thu Feb 01 2018 06:27:47 GMT+0100 (CET)|1517462867179| Server STATUS:11110
server  |Thu Feb 01 2018 06:27:47 GMT+0100 (CET)|1517462867195| Server FAIL data
server  |Thu Feb 01 2018 06:27:52 GMT+0100 (CET)|1517462872485| S21
server  |Thu Feb 01 2018 06:27:52 GMT+0100 (CET)|1517462872612| Server STATUS:11110
server  |Thu Feb 01 2018 06:27:52 GMT+0100 (CET)|1517462872628| Server FAIL data
server  |Thu Feb 01 2018 06:27:57 GMT+0100 (CET)|1517462877919| S11
server  |Thu Feb 01 2018 06:27:58 GMT+0100 (CET)|1517462878046| Server STATUS:11110
server  |Thu Feb 01 2018 06:27:58 GMT+0100 (CET)|1517462878062| Server FAIL data
server  |Thu Feb 01 2018 06:28:03 GMT+0100 (CET)|1517462883351| S21
server  |Thu Feb 01 2018 06:28:03 GMT+0100 (CET)|1517462883479| Server STATUS:11110
server  |Thu Feb 01 2018 06:28:03 GMT+0100 (CET)|1517462883495| Server FAIL data
server  |Thu Feb 01 2018 06:28:08 GMT+0100 (CET)|1517462888785| S11
server  |Thu Feb 01 2018 06:28:08 GMT+0100 (CET)|1517462888913| Server STATUS:11110
server  |Thu Feb 01 2018 06:28:08 GMT+0100 (CET)|1517462888928| Server FAIL data
